text,zone_id,parameter,direction,intensity,source
we're sitting in the study and it's sweltering,zone_office,temperature,decrease,strong,template_train
dry in the washroom again,zone_bathroom,humidity,increase,moderate,template_train
it's been colder than I'd like in the front room all day,zone_living,temperature,increase,moderate,template_train
it is slightly stale in the bathroom,zone_bathroom,airflow,increase,mild,template_train
we're sitting in the work room and it's slightly warm,zone_office,temperature,decrease,mild,template_train
washroom is quite hot,zone_bathroom,temperature,decrease,moderate,template_train
it's been slightly stale in the lobby all day,zone_common,airflow,increase,mild,template_train
it is slightly breezy in the bathroom,zone_bathroom,airflow,decrease,mild,template_train
"can you do something about the den, it's slightly warm",zone_living,temperature,decrease,mild,template_train
freezing in the work room again,zone_office,temperature,increase,strong,template_train
muggy in the study room again,zone_office,humidity,decrease,moderate,template_train
front room is swampy,zone_living,humidity,decrease,strong,template_train
it is like an icebox in the study,zone_office,temperature,increase,strong,template_train
living room is a little cold,zone_living,temperature,increase,mild,template_train
dining area is colder than I'd like,zone_common,temperature,increase,moderate,template_train
it's been slightly stale in the bathroom all day,zone_bathroom,airflow,increase,mild,template_train
absolutely freezing in the kitchen again,zone_kitchen,temperature,increase,strong,template_train
it's windy again in here,UNSPECIFIED,airflow,decrease,moderate,template_train
we're sitting in the bed room and it's way too dry,zone_bedroom,humidity,increase,strong,template_train
its really dry again in here,UNSPECIFIED,humidity,increase,moderate,template_train
its slightly dry,UNSPECIFIED,humidity,increase,mild,template_train
"can you do something about the washroom, it's slightly stale",zone_bathroom,airflow,increase,mild,template_train
it's been slightly breezy in the master bedroom all day,zone_bedroom,airflow,decrease,mild,template_train
"can you do something about the work room, it's really dry",zone_office,humidity,increase,moderate,template_train
the dining room is slightly stale,zone_common,airflow,increase,mild,template_train
"can you do something about the sitting room, it's unbearably hot",zone_living,temperature,decrease,strong,template_train
its been drafty in the bed room all day,zone_bedroom,airflow,decrease,moderate,template_train
we're sitting in the guest room and it's a bit humid,zone_bedroom,humidity,decrease,mild,template_train
we're sitting in the dining area and it's colder than I'd like,zone_common,temperature,increase,moderate,template_train
"please fix the game room, it's a touch stuffy and warm",zone_living,temperature,decrease,mild,template_train
"please fix the kitchen, its swampy",zone_kitchen,humidity,decrease,strong,template_train
"can you do something about the my room, it's swampy",zone_bedroom,humidity,decrease,strong,template_train
my son's room is quite hot,zone_bedroom,temperature,decrease,moderate,template_train
the work room is sticky,zone_office,humidity,decrease,moderate,template_train
it's been colder than I'd like in the work room all day,zone_office,temperature,increase,moderate,template_train
it is like an icebox in the washroom,zone_bathroom,temperature,increase,strong,template_train
teh kitchen is really dry,zone_kitchen,humidity,increase,moderate,template_train
we're sitting in the study room and it's slightly breezy,zone_office,airflow,decrease,mild,template_train
"please fix the dining room, it's slightly breezy",zone_common,airflow,decrease,mild,template_train
it is slightly breezy in the master bedroom,zone_bedroom,airflow,decrease,mild,template_train
"please fix the den, its slightly stale",zone_living,airflow,increase,mild,template_train
work room is slightly breezy,zone_office,airflow,decrease,mild,template_train
we're sitting in the washroom and it's muggy,zone_bathroom,humidity,decrease,moderate,template_train
way too cold in the front room again,zone_living,temperature,increase,strong,template_train
we're sitting in the work room and it's too drafty,zone_office,airflow,decrease,moderate,template_train
still really dry,UNSPECIFIED,humidity,increase,moderate,template_train
slightly stale in the dining room again,zone_common,airflow,increase,mild,template_train
"please fix the dining area, it's dry",zone_common,humidity,increase,moderate,template_train
the bathroom is slightly dry,zone_bathroom,humidity,increase,mild,template_train
it is like a wind tunnel in the dining room,zone_common,airflow,decrease,strong,template_train
getting so dry my throat hurts,UNSPECIFIED,humidity,increase,strong,template_train
still quite hot,UNSPECIFIED,temperature,decrease,moderate,template_train
it's been blasting air everywhere in the bedroom all day,zone_bedroom,airflow,decrease,strong,template_train
it is blasting air everywhere in the my son's room,zone_bedroom,airflow,decrease,strong,template_train
the kitchen is slightly stale,zone_kitchen,airflow,increase,mild,template_train
a little cold in the hallway again,zone_common,temperature,increase,mild,template_train
it's been suffocating in the work room all day,zone_office,airflow,increase,strong,template_train
it's been quite cold in the kitchen all day,zone_kitchen,temperature,increase,moderate,template_train
now it's way too cold,UNSPECIFIED,temperature,increase,strong,template_train
"can you do something about the drawing hall, it's too stuffy",zone_living,airflow,increase,moderate,template_train
completely airless in the front room again,zone_living,airflow,increase,strong,template_train
slightly stale in teh study again,zone_office,airflow,increase,mild,template_train
game room is drafty,zone_living,airflow,decrease,moderate,template_train
it's been windy in the study all day,zone_office,airflow,decrease,moderate,template_train
dining room is slightly warm,zone_common,temperature,decrease,mild,template_train
we're sitting in the master bedroom and it's completely airless,zone_bedroom,airflow,increase,strong,template_train
the drawing hall is quite cold,zone_living,temperature,increase,moderate,template_train
"can you do something about the front room, it's way too dry",zone_living,humidity,increase,strong,template_train
master bedroom is sticky,zone_bedroom,humidity,decrease,moderate,template_train
we're sitting in the bathroom and it's way too cold,zone_bathroom,temperature,increase,strong,template_train
"can you do something about the lounge, it's a bit chilly",zone_living,temperature,increase,mild,template_train
it is warmer than I'd like in the bathroom,zone_bathroom,temperature,decrease,moderate,template_train
slightly breezy in the study room again,zone_office,airflow,decrease,mild,template_train
"please fix the my son's room, it's quite cold",zone_bedroom,temperature,increase,moderate,template_train
freezing in the washroom again,zone_bathroom,temperature,increase,strong,template_train
we're sitting in the hallway and it's a little cold,zone_common,temperature,increase,mild,template_train
"please fix teh game room, it's slightly dry",zone_living,humidity,increase,mild,template_train
it is a little too warm in the drawing hall,zone_living,temperature,decrease,mild,template_train
bedroom is slightly stale,zone_bedroom,airflow,increase,mild,template_train
"can you do something about the dining area, it's way too cold",zone_common,temperature,increase,strong,template_train
we're sitting in the dining room and it's a little cold,zone_common,temperature,increase,mild,template_train
we're sitting in the work room and it's really dry,zone_office,humidity,increase,moderate,template_train
it's been absolutely freezing in the my son's room all day,zone_bedroom,temperature,increase,strong,template_train
the bathroom is swampy,zone_bathroom,humidity,decrease,strong,template_train
absolutely freezing in the lobby again,zone_common,temperature,increase,strong,template_train
it's a touch cold,UNSPECIFIED,temperature,increase,mild,template_train
we're sitting in teh work room and it's a little clammy,zone_office,humidity,decrease,mild,template_train
we're sitting in the sitting room and it's a touch stuffy and warm,zone_living,temperature,decrease,mild,template_train
it's been like a wind tunnel in the kitchen all day,zone_kitchen,airflow,decrease,strong,template_train
guest room is quite hot,zone_bedroom,temperature,decrease,moderate,template_train
it is slightly warm in the hallway,zone_common,temperature,decrease,mild,template_train
its freezing in here,UNSPECIFIED,temperature,increase,strong,template_train
we're sitting in the den and it's a bit humid,zone_living,humidity,decrease,mild,template_train
we're sitting in the master bedroom and it's humid,zone_bedroom,humidity,decrease,moderate,template_train
we're sitting in the sitting room and it's slightly stale,zone_living,airflow,increase,mild,template_train
kitchen is like a wind tunnel,zone_kitchen,airflow,decrease,strong,template_train
a bit chilly in the bedroom again,zone_bedroom,temperature,increase,mild,template_train
it is dripping with humidity in the den,zone_living,humidity,decrease,strong,template_train
mud room is slightly dry,zone_common,humidity,increase,mild,template_train
it is completely airless in the kitchen,zone_kitchen,airflow,increase,strong,template_train
it is realy dry in the lobby,zone_common,humidity,increase,moderate,template_train
bathroom is a touch stuffy and warm,zone_bathroom,temperature,decrease,mild,template_train
it's airless,UNSPECIFIED,airflow,increase,moderate,template_train
it is way too dry in the kitchen,zone_kitchen,humidity,increase,strong,template_train
slightly breezy in the dining room again,zone_common,airflow,decrease,mild,template_train
it is a touch cold in the study room,zone_office,temperature,increase,mild,template_train
we're sitting in the living room and it's really dry,zone_living,humidity,increase,moderate,template_train
it's been dry in the work room all day,zone_office,humidity,increase,moderate,template_train
"can you do something about the hallway, it's slightly warm",zone_common,temperature,decrease,mild,template_train
a bit chilly in the my room again,zone_bedroom,temperature,increase,mild,template_train
like a wind tunnel in the bedroom again,zone_bedroom,airflow,decrease,strong,template_train
"can you do something about the lobby, it's slightly dry",zone_common,humidity,increase,mild,template_train
it is sticky in the kitchen,zone_kitchen,humidity,decrease,moderate,template_train
it's a little too warm in here,UNSPECIFIED,temperature,decrease,mild,template_train
the mud room is too hot,zone_common,temperature,decrease,moderate,template_train
"please fix the den, it's slightly stale",zone_living,airflow,increase,mild,template_train
kitchen is drafty,zone_kitchen,airflow,decrease,moderate,template_train
mud room is really dry,zone_common,humidity,increase,moderate,template_train
a little clammy in the bathroom again,zone_bathroom,humidity,decrease,mild,template_train
not enough air moving in teh guest room again,zone_bedroom,airflow,increase,moderate,template_train
its been completely airless in the bathroom all day,zone_bathroom,airflow,increase,strong,template_train
we're sitting in the front room and it's slightly dry,zone_living,humidity,increase,mild,template_train
we're sitting in the bed room and it's quite cold,zone_bedroom,temperature,increase,moderate,template_train
the bath is too hot,zone_bathroom,temperature,decrease,moderate,template_train
it is absolutely freezing in the sitting room,zone_living,temperature,increase,strong,template_train
"please fix the washroom, it's dry",zone_bathroom,humidity,increase,moderate,template_train
way too hot in the guest room again,zone_bedroom,temperature,decrease,strong,template_train
we're sitting in the front room and it's way too dry,zone_living,humidity,increase,strong,template_train
"can you do something about the bedroom, it's too cold",zone_bedroom,temperature,increase,moderate,template_train
we're sitting in the work room and its a bit humid,zone_office,humidity,decrease,mild,template_train
"can you do something about the study, it's dry",zone_office,humidity,increase,moderate,template_train
its dry in here,UNSPECIFIED,humidity,increase,moderate,template_train
it is really dry in the kitchen,zone_kitchen,humidity,increase,moderate,template_train
"can you do something about the washroom, it's way too dry",zone_bathroom,humidity,increase,strong,template_train
"please fix the study room, it's completely airless",zone_office,airflow,increase,strong,template_train
slightly breezy in the drawing hall again,zone_living,airflow,decrease,mild,template_train
dry in the work room again,zone_office,humidity,increase,moderate,template_train
suffocating in the study room again,zone_office,airflow,increase,strong,template_train
"can you do something about the bathroom, it's boiling",zone_bathroom,temperature,decrease,strong,template_train
we're sitting in the lobby and it's too drafty,zone_common,airflow,decrease,moderate,template_train
the living room is way too cold,zone_living,temperature,increase,strong,template_train
"please fix the drawing hall, it's slightly dry",zone_living,humidity,increase,mild,template_train
getting a little cold,UNSPECIFIED,temperature,increase,mild,template_train
the master bedroom is too stuffy,zone_bedroom,airflow,increase,moderate,template_train
now its too stuffy,UNSPECIFIED,airflow,increase,moderate,template_train
it's been too cold in the drawing hall all day,zone_living,temperature,increase,moderate,template_train
we're sitting in the master bedroom and it's quite cold,zone_bedroom,temperature,increase,moderate,template_train
bath is like an icebox,zone_bathroom,temperature,increase,strong,template_train
honestly it's just completely airless,UNSPECIFIED,airflow,increase,strong,template_train
we're sitting in the hallway and it's a little clammy,zone_common,humidity,decrease,mild,template_train
"can you do something about the mud room, it's a bit humid",zone_common,humidity,decrease,mild,template_train
it's been swampy in the den all day,zone_living,humidity,decrease,strong,template_train
it's been blasting air everywhere in the drawing hall all day,zone_living,airflow,decrease,strong,template_train
really dry in the living room again,zone_living,humidity,increase,moderate,template_train
teh study room is dry,zone_office,humidity,increase,moderate,template_train
it is swampy in the bathroom,zone_bathroom,humidity,decrease,strong,template_train
the kitchen is humid,zone_kitchen,humidity,decrease,moderate,template_train
the kitchen is a little cold,zone_kitchen,temperature,increase,mild,template_train
the washroom is a little cold,zone_bathroom,temperature,increase,mild,template_train
"can you do something about teh work room, it's dry",zone_office,humidity,increase,moderate,template_train
teh bathroom is slightly stale,zone_bathroom,airflow,increase,mild,template_train
slightly dry in the lobby again,zone_common,humidity,increase,mild,template_train
it's been like a wind tunnel in the lounge all day,zone_living,airflow,decrease,strong,template_train
its been windy in the bedroom all day,zone_bedroom,airflow,decrease,moderate,template_train
it's been way too cold in the kitchen all day,zone_kitchen,temperature,increase,strong,template_train
the my room is unbearably muggy,zone_bedroom,humidity,decrease,strong,template_train
the kitchen is unbearably muggy,zone_kitchen,humidity,decrease,strong,template_train
"can you do something about the work room, it's colder than I'd like",zone_office,temperature,increase,moderate,template_train
we're sitting in the living room and it's a touch stuffy and warm,zone_living,temperature,decrease,mild,template_train
we're sitting in the kitchen and it's a bit chilly,zone_kitchen,temperature,increase,mild,template_train
sticky in the living room again,zone_living,humidity,decrease,moderate,template_train
slightly dry in the living room again,zone_living,humidity,increase,mild,template_train
we're sitting in the my son's room and it's absolutely freezing,zone_bedroom,temperature,increase,strong,template_train
we're sitting in the work room and it's freezing,zone_office,temperature,increase,strong,template_train
it is like a wind tunnel in the bath,zone_bathroom,airflow,decrease,strong,template_train
the drawing hall is blasting air everywhere,zone_living,airflow,decrease,strong,template_train
it is airless in the washroom,zone_bathroom,airflow,increase,moderate,template_train
"please fix teh den, it's windy",zone_living,airflow,decrease,moderate,template_train
it is a little cold in the mud room,zone_common,temperature,increase,mild,template_train
"please fix the lobby, it's a little too warm",zone_common,temperature,decrease,mild,template_train
we're sitting in the kitchen and it's slightly breezy,zone_kitchen,airflow,decrease,mild,template_train
we're sitting in the study and it's airless,zone_office,airflow,increase,moderate,template_train
"can you do something about teh bedroom, it's so dry my throat hurts",zone_bedroom,humidity,increase,strong,template_train
dining room is swampy,zone_common,humidity,decrease,strong,template_train
slightly breezy in the dining area again,zone_common,airflow,decrease,mild,template_train
the hallway is a bit chilly,zone_common,temperature,increase,mild,template_train
getting a bit humid,UNSPECIFIED,humidity,decrease,mild,template_train
it's slightly warm,UNSPECIFIED,temperature,decrease,mild,template_train
the kitchen is freezing,zone_kitchen,temperature,increase,strong,template_train
a little too warm in the hallway again,zone_common,temperature,decrease,mild,template_train
"can you do something about the hallway, it's boiling",zone_common,temperature,decrease,strong,template_train
lounge is sweltering,zone_living,temperature,decrease,strong,template_train
now it's quite cold,UNSPECIFIED,temperature,increase,moderate,template_train
getting colder than I'd like,UNSPECIFIED,temperature,increase,moderate,template_train
we're sitting in teh kitchen and it's slightly stale,zone_kitchen,airflow,increase,mild,template_train
"can you do something about the bedroom, it's quite cold",zone_bedroom,temperature,increase,moderate,template_train
it's been sweltering in the sitting room all day,zone_living,temperature,decrease,strong,template_train
we're sitting in the bed room and it's a touch stuffy and warm,zone_bedroom,temperature,decrease,mild,template_train
the master bedroom is not enough air moving,zone_bedroom,airflow,increase,moderate,template_train
slightly dry in the my son's room again,zone_bedroom,humidity,increase,mild,template_train
we're sitting in the dining area and it's swampy,zone_common,humidity,decrease,strong,template_train
the bath is a little too warm,zone_bathroom,temperature,decrease,mild,template_train
work room is a little too warm,zone_office,temperature,decrease,mild,template_train
it's been a touch cold in the kitchen all day,zone_kitchen,temperature,increase,mild,template_train
it's been a touch cold in the lobby all day,zone_common,temperature,increase,mild,template_train
like a wind tunnel in the den again,zone_living,airflow,decrease,strong,template_train
we're sitting in teh guest room and it's dry,zone_bedroom,humidity,increase,moderate,template_train
muggy in the kitchen again,zone_kitchen,humidity,decrease,moderate,template_train
it's been slightly stale in the dining room all day,zone_common,airflow,increase,mild,template_train
kitchn is sticky,zone_kitchen,humidity,decrease,moderate,template_train
it's been absolutely freezing in the study all day,zone_office,temperature,increase,strong,template_train
we're sitting in teh bathroom and it's blasting air everywhere,zone_bathroom,airflow,decrease,strong,template_train
dry in the hallway again,zone_common,humidity,increase,moderate,template_train
honestly its just dry,UNSPECIFIED,humidity,increase,moderate,template_train
it is freezing in the lobby,zone_common,temperature,increase,strong,template_train
"please fix the hallway, it's way too cold",zone_common,temperature,increase,strong,template_train
it is colder than I'd like in the hallway,zone_common,temperature,increase,moderate,template_train
the bedroom is sticky,zone_bedroom,humidity,decrease,moderate,template_train
its been slightly dry in the kitchen all day,zone_kitchen,humidity,increase,mild,template_train
a touch cold in the washroom again,zone_bathroom,temperature,increase,mild,template_train
it's been sticky in the my son's room all day,zone_bedroom,humidity,decrease,moderate,template_train
we're sitting in the dining area and it's unbearably hot,zone_common,temperature,decrease,strong,template_train
lobby is completely airless,zone_common,airflow,increase,strong,template_train
honestly it's just blasting air everywhere,UNSPECIFIED,airflow,decrease,strong,template_train
it is not enough air moving in the bed room,zone_bedroom,airflow,increase,moderate,template_train
the living room is quite cold,zone_living,temperature,increase,moderate,template_train
getting sticky,UNSPECIFIED,humidity,decrease,moderate,template_train
dry in the dining area again,zone_common,humidity,increase,moderate,template_train
slightly stale in the lobby again,zone_common,airflow,increase,mild,template_train
a little clammy in the bedroom again,zone_bedroom,humidity,decrease,mild,template_train
quite hot in the mud room again,zone_common,temperature,decrease,moderate,template_train
"please fix the mud room, it's absolutely freezing",zone_common,temperature,increase,strong,template_train
"can you do something about the kitchen, it's colder than I'd like",zone_kitchen,temperature,increase,moderate,template_train
"can you do something about the work room, it's airless",zone_office,airflow,increase,moderate,template_train
kitchen is slightly dry,zone_kitchen,humidity,increase,mild,template_train
we're sitting in the kitchen and it's warmer than I'd like,zone_kitchen,temperature,decrease,moderate,template_train
drafty in the study again,zone_office,airflow,decrease,moderate,template_train
it is warmer than I'd like in teh bathroom,zone_bathroom,temperature,decrease,moderate,template_train
"can you do something about teh bath, it's a little cold",zone_bathroom,temperature,increase,mild,template_train
"can you do something about the bath, it's a bit humid",zone_bathroom,humidity,decrease,mild,template_train
the game room is a little too warm,zone_living,temperature,decrease,mild,template_train
we're sitting in the washroom and it's quite cold,zone_bathroom,temperature,increase,moderate,template_train
the game room is slightly stale,zone_living,airflow,increase,mild,template_train
work room is slightly dry,zone_office,humidity,increase,mild,template_train
kitchn is a bit humid,zone_kitchen,humidity,decrease,mild,template_train
it is a bit humid in the guest room,zone_bedroom,humidity,decrease,mild,template_train
"please fix the lobby, it's way too cold",zone_common,temperature,increase,strong,template_train
"can you do something about teh dining room, it's so dry my throat hurts",zone_common,humidity,increase,strong,template_train
a bit humid in the dining area again,zone_common,humidity,decrease,mild,template_train
it's been a bit chilly in the bedroom all day,zone_bedroom,temperature,increase,mild,template_train
lobby is boiling,zone_common,temperature,decrease,strong,template_train
we're sitting in the bathroom and it's way too dry,zone_bathroom,humidity,increase,strong,template_train
it is way too dry in the lobby,zone_common,humidity,increase,strong,template_train
"can you do something about the den, it's slightly stale",zone_living,airflow,increase,mild,template_train
"please fix the living room, its too cold",zone_living,temperature,increase,moderate,template_train
it's a touch stuffy and warm in here,UNSPECIFIED,temperature,decrease,mild,template_train
"can you do something about the living room, it's too stuffy",zone_living,airflow,increase,moderate,template_train
"please fix teh study room, it's slightly breezy",zone_office,airflow,decrease,mild,template_train
kitchn is suffocating,zone_kitchen,airflow,increase,strong,template_train
slightly breezy in the lounge again,zone_living,airflow,decrease,mild,template_train
bedrom is like a wind tunnel,zone_bedroom,airflow,decrease,strong,template_train
it is windy in the den,zone_living,airflow,decrease,moderate,template_train
it's a little too warm again in here,UNSPECIFIED,temperature,decrease,mild,template_train
guest room is warmer than I'd like,zone_bedroom,temperature,decrease,moderate,template_train
"can you do something about the kitchen, it's a bit humid",zone_kitchen,humidity,decrease,mild,template_train
it's been slightly breezy in the washroom all day,zone_bathroom,airflow,decrease,mild,template_train
the work room is sweltering,zone_office,temperature,decrease,strong,template_train
"can you do something about the washroom, it's windy",zone_bathroom,airflow,decrease,moderate,template_train
it is boiling in the mud room,zone_common,temperature,decrease,strong,template_train
we're sitting in the lobby and it's slightly stale,zone_common,airflow,increase,mild,template_train
the dining area is humid,zone_common,humidity,decrease,moderate,template_train
it's been swampy in the study all day,zone_office,humidity,decrease,strong,template_train
"please fix the dining area, it's a bit humid",zone_common,humidity,decrease,mild,template_train
it is slightly breezy in the kitchen,zone_kitchen,airflow,decrease,mild,template_train
now it's so dry my throat hurts,UNSPECIFIED,humidity,increase,strong,template_train
a little clammy in the my room again,zone_bedroom,humidity,decrease,mild,template_train
"can you do something about the sitting room, it's a touch stuffy and warm",zone_living,temperature,decrease,mild,template_train
the work room is completely airless,zone_office,airflow,increase,strong,template_train
"please fix the lobby, it's too stuffy",zone_common,airflow,increase,moderate,template_train
it is colder than I'd like in the dining room,zone_common,temperature,increase,moderate,template_train
it is airless in the study room,zone_office,airflow,increase,moderate,template_train
the bathroom is quite cold,zone_bathroom,temperature,increase,moderate,template_train
its been airless in the mud room all day,zone_common,airflow,increase,moderate,template_train
it is quite hot in the kitchen,zone_kitchen,temperature,decrease,moderate,template_train
guest room is way too cold,zone_bedroom,temperature,increase,strong,template_train
it is like a wind tunnel in the washroom,zone_bathroom,airflow,decrease,strong,template_train
it's absolutely freezing,UNSPECIFIED,temperature,increase,strong,template_train
"please fix the bathroom, it's quite hot",zone_bathroom,temperature,decrease,moderate,template_train
we're sitting in the master bedroom and it's a touch cold,zone_bedroom,temperature,increase,mild,template_train
"please fix the bed room, it's slightly stale",zone_bedroom,airflow,increase,mild,template_train
bedroom is too cold,zone_bedroom,temperature,increase,moderate,template_train
we're sitting in the guest room and it's unbearably hot,zone_bedroom,temperature,decrease,strong,template_train
my son's room is slightly stale,zone_bedroom,airflow,increase,mild,template_train
"please fix the front room, it's a bit humid",zone_living,humidity,decrease,mild,template_train
we're sitting in the kitchen and it's colder than I'd like,zone_kitchen,temperature,increase,moderate,template_train
colder than I'd like in the front room again,zone_living,temperature,increase,moderate,template_train
"please fix the hallway, it's a little cold",zone_common,temperature,increase,mild,template_train
it's been dripping with humidity in the drawing hall all day,zone_living,humidity,decrease,strong,template_train
it is way too hot in the study,zone_office,temperature,decrease,strong,template_train
we're sitting in the guest room and it's like a wind tunnel,zone_bedroom,airflow,decrease,strong,template_train
"please fix teh kitchen, it's too drafty",zone_kitchen,airflow,decrease,moderate,template_train
lounge is so dry my throat hurts,zone_living,humidity,increase,strong,template_train
"please fix the kitchen, it's drafty",zone_kitchen,airflow,decrease,moderate,template_train
mud room is slightly breezy,zone_common,airflow,decrease,mild,template_train
we're sitting in the hallway and it's slightly stale,zone_common,airflow,increase,mild,template_train
not enough air moving in the study again,zone_office,airflow,increase,moderate,template_train
my room is dry,zone_bedroom,humidity,increase,moderate,template_train
its been a little too warm in the dining area all day,zone_common,temperature,decrease,mild,template_train
still sticky,UNSPECIFIED,humidity,decrease,moderate,template_train
"please fix the lobby, it's not enough air moving",zone_common,airflow,increase,moderate,template_train
kitchen is a bit chilly,zone_kitchen,temperature,increase,mild,template_train
too cold in the dining area again,zone_common,temperature,increase,moderate,template_train
we're sitting in the work room and it's too cold,zone_office,temperature,increase,moderate,template_train
we're sitting in the sitting room and it's swampy,zone_living,humidity,decrease,strong,template_train
dining room is quite cold,zone_common,temperature,increase,moderate,template_train
"please fix the dining room, it's too cold",zone_common,temperature,increase,moderate,template_train
it is absolutely freezing in the lobby,zone_common,temperature,increase,strong,template_train
we're sitting in the bedroom and it's way too dry,zone_bedroom,humidity,increase,strong,template_train
"can you do something about the kitchen, it's swampy",zone_kitchen,humidity,decrease,strong,template_train
we're sitting in the my room and it's so dry my throat hurts,zone_bedroom,humidity,increase,strong,template_train
the study room is really dry,zone_office,humidity,increase,moderate,template_train
windy in the bath again,zone_bathroom,airflow,decrease,moderate,template_train
it's been blasting air everywhere in the kitchen all day,zone_kitchen,airflow,decrease,strong,template_train
"please fix the washroom, it's a little too warm",zone_bathroom,temperature,decrease,mild,template_train
it is a bit chilly in the bathroom,zone_bathroom,temperature,increase,mild,template_train
we're sitting in the guest room and it's dry,zone_bedroom,humidity,increase,moderate,template_train
the study is a bit humid,zone_office,humidity,decrease,mild,template_train
we're sitting in the bath and it's too stuffy,zone_bathroom,airflow,increase,moderate,template_train
it is slightly warm in the kitchen,zone_kitchen,temperature,decrease,mild,template_train
it is not enough air moving in the study room,zone_office,airflow,increase,moderate,template_train
"please fix teh study, it's so dry my throat hurts",zone_office,humidity,increase,strong,template_train
it's been blasting air everywhere in the lobby all day,zone_common,airflow,decrease,strong,template_train
unbearably muggy in the drawing hall again,zone_living,humidity,decrease,strong,template_train
we're sitting in the washroom and it's slightly warm,zone_bathroom,temperature,decrease,mild,template_train
quite cold in the master bedroom again,zone_bedroom,temperature,increase,moderate,template_train
we're sitting in the work room and it's a little cold,zone_office,temperature,increase,mild,template_train
it is a touch cold in the washroom,zone_bathroom,temperature,increase,mild,template_train
we're sitting in the my room and it's quite cold,zone_bedroom,temperature,increase,moderate,template_train
"can you do something about teh kitchen, it's not enough air moving",zone_kitchen,airflow,increase,moderate,template_train
a touch stuffy and warm in the work room again,zone_office,temperature,decrease,mild,template_train
"can you do something about the my son's room, it's swampy",zone_bedroom,humidity,decrease,strong,template_train
now it's boiling,UNSPECIFIED,temperature,decrease,strong,template_train
"can you do something about the mud room, it's quite hot",zone_common,temperature,decrease,moderate,template_train
the bath is blasting air everywhere,zone_bathroom,airflow,decrease,strong,template_train
it's been slightly stale in the washroom all day,zone_bathroom,airflow,increase,mild,template_train
it's been muggy in the study all day,zone_office,humidity,decrease,moderate,template_train
it is completely airless in the den,zone_living,airflow,increase,strong,template_train
slightly warm in the den again,zone_living,temperature,decrease,mild,template_train
bath is dry,zone_bathroom,humidity,increase,moderate,template_train
washroom is a touch cold,zone_bathroom,temperature,increase,mild,template_train
it is too hot in the game room,zone_living,temperature,decrease,moderate,template_train
we're sitting in the bedroom and it's blasting air everywhere,zone_bedroom,airflow,decrease,strong,template_train
it's been warmer than I'd like in the work room all day,zone_office,temperature,decrease,moderate,template_train
we're sitting in the hallway and it's slightly breezy,zone_common,airflow,decrease,mild,template_train
a bit chilly in the kitchen again,zone_kitchen,temperature,increase,mild,template_train
the bath is a touch cold,zone_bathroom,temperature,increase,mild,template_train
it is quite hot in the my room,zone_bedroom,temperature,decrease,moderate,template_train
a little clammy in the bath again,zone_bathroom,humidity,decrease,mild,template_train
we're sitting in the bath and it's blasting air everywhere,zone_bathroom,airflow,decrease,strong,template_train
it's been dry in the washroom all day,zone_bathroom,humidity,increase,moderate,template_train
slightly breezy in the study again,zone_office,airflow,decrease,mild,template_train
we're sitting in the lobby and it's too cold,zone_common,temperature,increase,moderate,template_train
the living room is warmer than I'd like,zone_living,temperature,decrease,moderate,template_train
"can you do something about the kitchen, it's dry",zone_kitchen,humidity,increase,moderate,template_train
"please fix the washroom, it's way too hot",zone_bathroom,temperature,decrease,strong,template_train
we're sitting in the work room and it's sticky,zone_office,humidity,decrease,moderate,template_train
it is slightly stale in the lobby,zone_common,airflow,increase,mild,template_train
"please fix the dining room, it's quite cold",zone_common,temperature,increase,moderate,template_train
now its warmer than I'd like,UNSPECIFIED,temperature,decrease,moderate,template_train
suffocating in the bath again,zone_bathroom,airflow,increase,strong,template_train
it is way too cold in the lobby,zone_common,temperature,increase,strong,template_train
"can you do something about the sitting room, it's a bit chilly",zone_living,temperature,increase,mild,template_train
it's been unbearably hot in the kitchen all day,zone_kitchen,temperature,decrease,strong,template_train
it's been a bit humid in the bathroom all day,zone_bathroom,humidity,decrease,mild,template_train
front room is really dry,zone_living,humidity,increase,moderate,template_train
humid in teh study room again,zone_office,humidity,decrease,moderate,template_train
mud room is way too dry,zone_common,humidity,increase,strong,template_train
"please fix the study room, it's way too hot",zone_office,temperature,decrease,strong,template_train
it is boiling in the kitchen,zone_kitchen,temperature,decrease,strong,template_train
it's been blasting air everywhere in the study all day,zone_office,airflow,decrease,strong,template_train
study room is a little clammy,zone_office,humidity,decrease,mild,template_train
so dry my throat hurts in the study room again,zone_office,humidity,increase,strong,template_train
kitchen is slightly stale,zone_kitchen,airflow,increase,mild,template_train
"can you do something about the dining area, it's too stuffy",zone_common,airflow,increase,moderate,template_train
study room is slightly stale,zone_office,airflow,increase,mild,template_train
"can you do something about the study, it's a touch stuffy and warm",zone_office,temperature,decrease,mild,template_train
we're sitting in the hallway and it's absolutely freezing,zone_common,temperature,increase,strong,template_train
it is way too dry in the lounge,zone_living,humidity,increase,strong,template_train
the study room is dripping with humidity,zone_office,humidity,decrease,strong,template_train
we're sitting in the bath and it's too hot,zone_bathroom,temperature,decrease,moderate,template_train
the bath is too drafty,zone_bathroom,airflow,decrease,moderate,template_train
humid in the drawing hall again,zone_living,humidity,decrease,moderate,template_train
its a little clammy in here,UNSPECIFIED,humidity,decrease,mild,template_train
